Wavelength_nm,LED365,LED385wide,LED430,LED480,LED535,LED568wide,LED600,LED635,LED680,LED700,LED740,LED765,QE
373.1,0.357715288,0.682623287,0.045282416,0.009848506,0,0,0,0,0,0,0,0,0.177521462
373.2,0.351191192,0.686533022,0.046093727,0.009835,0,0,0,0,0,0,0,0,0.177512811
373.3,0.344644427,0.690431459,0.046911375,0.009821563,0,0,0,0,0,0,0,0,0.177504159
373.4,0.338088569,0.694318414,0.047735344,0.009808202,0,0,0,0,0,0,0,0,0.177495506
373.5,0.331537192,0.698193705,0.048565617,0.009794922,0,0,0,0,0,0,0,0,0.177486854
373.6,0.325003872,0.702057151,0.04940218,0.009781728,0,0,0,0,0,0,0,0,0.177478203
373.7,0.318502183,0.705908569,0.050245014,0.009768628,0,0,0,0,0,0,0,0,0.177469555
373.8,0.3120457,0.709747777,0.051094105,0.009755625,0,0,0,0,0,0,0,0,0.177460911
373.9,0.305647999,0.713574592,0.051949436,0.009742727,0,0,0,0,0,0,0,0,0.177452271
374,0.299322654,0.717388832,0.052810991,0.009729938,0,0,0,0,0,0,0,0,0.177443637
374.1,0.29308324,0.721190316,0.053678754,0.009717266,0,0,0,0,0,0,0,0,0.177435009
374.2,0.287162062,0.72497886,0.054552708,0.009704715,0,0,0,0,0,0,0,0,0.177426389
374.3,0.28157195,0.728754283,0.055432837,0.009692291,0,0,0,0,0,0,0,0,0.177417778
374.4,0.276095129,0.732516402,0.056319125,0.00968,0,0,0,0,0,0,0,0,0.177409176
374.5,0.27073032,0.736265035,0.057211556,0.009667848,0,0,0,0,0,0,0,0,0.177400585
374.6,0.265476248,0.74,0.058110114,0.009655841,0,0,0,0,0,0,0,0,0.177392006
374.7,0.260331635,0.743677285,0.059014782,0.009643984,0,0,0,0,0,0,0,0,0.17738344
374.8,0.255295205,0.74734072,0.059925545,0.009632284,0,0,0,0,0,0,0,0,0.177374887
374.9,0.25036568,0.750990305,0.060842386,0.009620746,0,0,0,0,0,0,0,0,0.177366349
375,0.245541785,0.754626039,0.061765288,0.009609375,0,0,0,0,0,0,0,0,0.177357827
375.1,0.240822243,0.758247922,0.062694236,0.009598178,0,0,0,0,0,0,0,0,0.177349322
375.2,0.236205776,0.761855956,0.063629214,0.00958716,0,0,0,0,0,0,0,0,0.177340834
